BEIR30016,核醫影像特論,2,陳志成,,3,263,生物醫學影像暨放射科學系,選修,111-2-132521,zh-tw
BEIR30030,神經活性量測原理及方法,2,高瑀絜,,3,263,生物醫學影像暨放射科學系,選修,111-2-132522,en-us
BEIR30025,生醫奈米分子影像導論,2,蘇家豪,,3,263,生物醫學影像暨放射科學系,選修,111-2-132523,zh-tw
BEBE30040,醫學工程專題討論(博),1,劉澤英、江惠華、蔡瑞瑩、陳右穎、林峻立、駱俊良、李泉、劉承揚、賴穎暉、劉大中、王奕嵐、郭義松、梁晃千,,4,261,生物醫學工程學系,必修,111-2-141800,en-us
BEBE30008,工程統計,3,李泉,,3,261,生物醫學工程學系,選修,111-2-132302,en-us
BEBE30025,生醫材料,3,劉大中,,3,261,生物醫學工程學系,選修,111-2-132308,zh-tw
BEBE30014,普及運算,3,詹家泰,,3,261,生物醫學工程學系,選修,111-2-132312,zh-tw
BEBE30024,生醫光電,3,江惠華,,3,261,生物醫學工程學系,選修,111-2-132314,zh-tw
BEPT30027,有限元素法,3,陳振昇、施世亮,,3,262,物理治療暨輔助科技學系,選修,111-2-132416,zh-tw
BEBE30022,生物輸送,3,蔡瑞瑩,,3,261,生物醫學工程學系,選修,111-2-141801,zh-tw
BEBE30041,醫學工程專題討論(碩),1,劉澤英、江惠華、蔡瑞瑩、陳右穎、林峻立、駱俊良、李泉、劉承揚、賴穎暉、劉大中、王奕嵐、郭義松、梁晃千,,3,261,生物醫學工程學系,必修,111-2-132300,zh-tw
BEBP30029,當代生醫影像與感應發展與應用,2,楊德明,,3,264,生醫光電研究所,選修,111-2-112403,zh-tw
BEBN20010,專題討論,1,賈世璿、吳育德、高甫仁、薛特、郭文娟、陳浩夫、陳奕帆、邱爾德、饒啟文,,3,264,生醫光電研究所,必修,111-2-132600,en-us
BEBP30037,雷射與顯微技術於生醫科技之應用,1,細川陽一郎,,3,264,生醫光電研究所,選修,111-2-132605,en-us
BEBP30010,半導體光電元件與顯示科技,3,薛特,,3,264,生醫光電研究所,選修,111-2-132609,en-us
BEPT30026,教學實習,0,陳振昇,,4,262,物理治療暨輔助科技學系,必修,111-2-141900,zh-tw
BEPT30068,專題討論(一),2,黃崇舜、王子娟、王瑞瑤、施怡芬、楊雅如、陳振昇、蔚順華、紀乃方、李淑貞、李雪楨、蔡美文、游忠煌、宋文旭、周立偉、羅鴻基、陳喬男、林吟亮、李建佑,,4,262,物理治療暨輔助科技學系,必修,111-2-141902,en-us
BEPT30069,專題討論(二),2,黃崇舜、王子娟、王瑞瑤、施怡芬、楊雅如、陳振昇、蔚順華、紀乃方、李淑貞、李雪楨、蔡美文、游忠煌、宋文旭、周立偉、羅鴻基、陳喬男、林吟亮、李建佑,,4,262,物理治療暨輔助科技學系,必修,111-2-141903,en-us
BEPT30045,肌電訊號原理與應用,3,周立偉,,3,262,物理治療暨輔助科技學系,選修,111-2-132402,en-us
BEPT30034,神經及肌肉骨骼系統影像學,3,陳啟昌,,3,262,物理治療暨輔助科技學系,選修,111-2-132403,zh-tw
BEPT30035,神經科疾病診斷與治療,1,鄭世榮,,3,262,物理治療暨輔助科技學系,選修,111-2-132404,zh-tw
BEPT30063,高等小兒物理治療(三),2,羅鴻基,,3,262,物理治療暨輔助科技學系,選修,111-2-132405,zh-tw
BEPT30005,健康促進與功能重建之理論基礎與實證(二),2,李雪楨,,3,262,物理治療暨輔助科技學系,選修,111-2-132406,zh-tw
BEPT30006,健康促進與功能重建之理論基礎與實證(四),2,陳喬男,,3,262,物理治療暨輔助科技學系,選修,111-2-132407,zh-tw
BEPT30011,動作分析之生物力學原理,2,李惠敏,,3,262,物理治療暨輔助科技學系,選修,111-2-132408,zh-tw
BEPT30068,專題討論(一),2,黃崇舜、王子娟、王瑞瑤、施怡芬、楊雅如、陳振昇、蔚順華、紀乃方、李淑貞、李雪楨、蔡美文、游忠煌、宋文旭、周立偉、羅鴻基、陳喬男、林吟亮、李建佑,,3,262,物理治療暨輔助科技學系,必修,111-2-132409,zh-tw
BEPT30069,專題討論(二),2,黃崇舜、王子娟、王瑞瑤、施怡芬、楊雅如、陳振昇、蔚順華、紀乃方、李淑貞、李雪楨、蔡美文、游忠煌、宋文旭、周立偉、羅鴻基、陳喬男、林吟亮、李建佑,,3,262,物理治療暨輔助科技學系,必修,111-2-132410,zh-tw
BEPT30048,資電科技應用實務,3,宋文旭,,3,262,物理治療暨輔助科技學系,選修,111-2-132411,zh-tw
BEPT30060,預防醫學與運動科學(一),2,陳喬男、陳柏霖、王鐘賢,,3,262,物理治療暨輔助科技學系,選修,111-2-132412,zh-tw
BEPT30041,競技傷害物理治療與實作(二),2,施怡芬、王子娟、蔡美文、黃崇舜、林吟亮,,3,262,物理治療暨輔助科技學系,選修,111-2-132413,zh-tw
BEPT30039,競技傷害機能重建與實作(二),2,施怡芬、王子娟、蔡美文、黃崇舜、林吟亮,,3,262,物理治療暨輔助科技學系,選修,111-2-132414,zh-tw
BEPT30061,預防醫學與運動科學(二),2,蔡美文、陳柏霖、王鐘賢,,3,262,物理治療暨輔助科技學系,選修,111-2-132415,zh-tw
BEPT30081,輔助科技服務於自立生活實務應用(二),2,李淑貞,,3,262,物理治療暨輔助科技學系,選修,111-2-132420,zh-tw
BEPT30085,肌肉骨骼與運動科學 (二),2,林吟亮、王子娟、施怡芬、黃崇舜,,3,262,物理治療暨輔助科技學系,選修,111-2-132421,en-us
BEPT30086,肌肉骨骼與運動科學(四),2,王子娟、施怡芬、黃崇舜、林吟亮,,3,262,物理治療暨輔助科技學系,選修,111-2-132422,zh-tw
BEPT30084,神經物理治療之應用(二),3,楊雅如、王瑞瑤,,3,262,物理治療暨輔助科技學系,選修,111-2-132423,zh-tw
BEPT30036,科學論文寫作,2,蔚順華,,3,262,物理治療暨輔助科技學系,選修,111-2-141901,en-us
BEBL30010,專題討論(C班)(博),1,黃琤、吳韋訥、孫光蕙、楊翠青、張懿欣、龔思豪、涂玉青、黃尉倫,,3,260,醫學生物技術暨檢驗學系,選修,111-2-132210,en-us
BEBL30005,實驗課程教學,1,黃智生,,4,260,醫學生物技術暨檢驗學系,選修,111-2-132212,zh-tw
BEBL30028,醫學生物技術學研究(博),1,黃智生,,4,260,醫學生物技術暨檢驗學系,選修,111-2-141700,zh-tw
BEBL30021,細菌抗藥機制特論,2,楊翠青,,3,260,醫學生物技術暨檢驗學系,選修,111-2-132215,zh-tw
BEBL30002,免疫學,2,黃智生、孫光蕙、蘇美慈,,3,260,醫學生物技術暨檢驗學系,選修,111-2-132207,zh-tw
BEBL30007,專題討論(A班),1,吳韋訥、楊翠青、張懿欣、黃琤、呂世正、黃智生、涂玉青、黃尉倫,,3,260,醫學生物技術暨檢驗學系,選修,111-2-132208,en-us
BEBL30008,專題討論(B班),1,黃尉倫、吳韋訥、孫光蕙、張懿欣、黃琤、呂世正、龔思豪、涂玉青、吳俊忠,,3,260,醫學生物技術暨檢驗學系,選修,111-2-132209,en-us
BEBL30020,糖尿病與新陳代謝(二),2,張懿欣,,3,260,醫學生物技術暨檢驗學系,選修,111-2-132213,zh-tw
BEBL30026,醣質生物學特論(二),1,涂玉青,,3,260,醫學生物技術暨檢驗學系,選修,111-2-132214,zh-tw
LSMM30017,研究生職涯發展,2,陳俊安,,4,305,分子醫學博士學位學程,選修,111-2-142800,en-us
LSMM30012,實驗室輪習,1,連正章,,4,305,分子醫學博士學位學程,必修,111-2-142801,zh-tw
LSMM30020,論文研究,0,連正章,,4,305,分子醫學博士學位學程,必修,111-2-142802,zh-tw
LSMM30021,論文研究,1,連正章,,4,305,分子醫學博士學位學程,選修,111-2-142803,zh-tw
LSMM30027,分子與細胞生物科技,2,蕭培文,,4,305,分子醫學博士學位學程,選修,111-2-142804,en-us
LSMM30007,分子醫學專題討論,1,分子醫學學程,,4,305,分子醫學博士學位學程,必修,111-2-142805,en-us
LSMM30007,分子醫學專題討論,1,王宜萱,,4,305,分子醫學博士學位學程,必修,111-2-142806,en-us
LSMM30018,神經生物學特論,2,分子醫學學程,,4,305,分子醫學博士學位學程,選修,111-2-142807,en-us
LSMM30008,分子醫學研究法,2,李家偉,,4,305,分子醫學博士學位學程,選修,111-2-142808,en-us
LSMM30007,分子醫學專題討論,1,李家偉,,4,305,分子醫學博士學位學程,必修,111-2-142810,en-us
LSMM30013,微生物學特論,3,分子醫學學程,,4,305,分子醫學博士學位學程,選修,111-2-142811,en-us
LSMM30028,新藥研發,2,分子醫學學程,,4,305,分子醫學博士學位學程,選修,111-2-142812,en-us
LSNS30056,遺傳性與退化性神經疾病-從醫生角度出發,2,簡正鼎,,4,306,跨領域神經科學國際研究生博士學位學程,選修,111-2-142905,en-us
LSBM30018,生化特論(博),1,鄭子豪、陳美瑜、游麗如、林達顯、郭津岑、黃介嶸、許翺麟、陳鴻震、蔡有光、曾炳輝、陳威儀、王琬菁、廖韋晴、姜為中、張崇德,,4,303,生化暨分子生物研究所,選修,111-2-142601,zh-tw
LSBM30010,專題討論(B),1,生化所博、陳美瑜、黃介嶸、許翺麟,,3,303,生化暨分子生物研究所,選修,111-2-142602,en-us
LSBM30007,基因調控與表現特論,2,陳威儀、張崇德,,3,303,生化暨分子生物研究所,選修,111-2-132900,zh-tw
LSBM30025,生物感測器特論,2,廖韋晴,,3,303,生化暨分子生物研究所,選修,111-2-132901,zh-tw
LSBM30037,老化生物學,2,許翺麟,,3,303,生化暨分子生物研究所,選修,111-2-132903,en-us
LSBM30006,固有無序蛋白質的結構、功能、與相關疾病,1,黃介嶸,,3,303,生化暨分子生物研究所,選修,111-2-132905,zh-tw
LSBM30034,細胞訊息傳遞特論,2,曾炳輝、王琬菁、姜為中,,3,303,生化暨分子生物研究所,選修,111-2-132907,zh-tw
LSBM30039,腫瘤生物學(二):基因轉錄與癌症形成之機轉,2,陳威儀、陳美瑜、鄭子豪、葉添順、楊慕華、黃奇英、邱士華、黎萬君、陳紀如、曾炳輝、王琬菁、姜為中、張崇德、李華容、夏國強,,3,303,生化暨分子生物研究所,選修,111-2-132908,zh-tw
LSBM30019,生化特論A(碩),1,鄭子豪、陳美瑜、游麗如、林達顯、郭津岑、黃介嶸、許翺麟、陳鴻震、蔡有光、曾炳輝、陳威儀、王琬菁、廖韋晴、姜為中、張崇德,,3,303,生化暨分子生物研究所,必修,111-2-132902,zh-tw
LSBM30009,專題討論(A),1,生化所碩、游麗如、林達顯、郭津岑、陳威儀,,3,303,生化暨分子生物研究所,選修,111-2-132911,zh-tw
LSBM30011,專題討論(C),1,生化所碩、鄭子豪、王琬菁、廖韋晴、張崇德,,3,303,生化暨分子生物研究所,選修,111-2-132912,zh-tw
LSBM30012,專題討論(D),1,生化所碩、陳鴻震、蔡有光、曾炳輝,,3,303,生化暨分子生物研究所,選修,111-2-132913,zh-tw
LSGS30035,進階細胞生物學,3,李曉暉、俞震亞、林崇智、陳嘉霖、陳虹如、李敏嘉,,3,304,生命科學系暨基因體科學研究所 ,必修,111-2-133006,zh-tw
LSGS30037,進階英文科學寫作(A),1,柯比KIRBY RALPH,,3,304,生命科學系暨基因體科學研究所 ,選修,111-2-133010,en-us
LSGS30038,進階英文科學寫作(B),1,柯比KIRBY RALPH,,3,304,生命科學系暨基因體科學研究所 ,選修,111-2-133011,en-us
LSGS30008,專題討論(博),1,陳儀聰、林書葦,,4,304,生命科學系暨基因體科學研究所 ,選修,111-2-133005,en-us
LSGS30021,生命科學教學,1,羅清維、陳俊銘、俞震亞、林崇智、鍾明怡、金翠庭、李敏嘉、袁維謙,,4,304,生命科學系暨基因體科學研究所 ,選修,111-2-133009,zh-tw
LSGS30009,專題討論(碩),1,陳燕彰、李曉暉,,3,304,生命科學系暨基因體科學研究所 ,選修,111-2-133000,zh-tw
LSGS30009,專題討論(碩),1,俞震亞、陳嘉霖,,3,304,生命科學系暨基因體科學研究所 ,選修,111-2-133001,zh-tw
LSGS30009,專題討論(碩),1,陳瀅州、陳俊銘、陳虹如,,3,304,生命科學系暨基因體科學研究所 ,選修,111-2-133002,zh-tw
LSGS30009,專題討論(碩),1,林照雄、李敏嘉,,3,304,生命科學系暨基因體科學研究所 ,選修,111-2-133003,zh-tw
LSGS30009,專題討論(碩),1,許世宜、林達顯、張欣暘,,3,304,生命科學系暨基因體科學研究所 ,選修,111-2-133004,zh-tw
LSGS30033,論文研究進度報告(碩),1,陳俊銘、林照雄、蔡亭芬、羅清維、俞震亞、林崇智、陳燕彰、鍾明怡、李曉暉、可文亞、張欣暘、陳虹如、李敏嘉、陳瀅州、陳儀聰、藍昇輝、袁維謙,,3,304,生命科學系暨基因體科學研究所 ,選修,111-2-133012,zh-tw
LSBI30010,論文研究,1,蔡有光,,4,309,生技醫療產業博士學位學程,必修,111-2-143100,zh-tw
LSBI30006,生醫產業趨勢,2,蔡有光,,4,309,生技醫療產業博士學位學程,必修,111-2-143101,zh-tw
LSBI30009,產業實作,0,蔡有光,,4,309,生技醫療產業博士學位學程,必修,111-2-143102,zh-tw
LSBI30004,生物醫學暨生技產業講座,1,蔡有光,,4,309,生技醫療產業博士學位學程,必修,111-2-143103,zh-tw
LSNS30025,神經科學專題討論(博),1,陳摘文、曹美玲、連正章、蔡惠珍、林士傑、林貝容,,4,306,跨領域神經科學國際研究生博士學位學程,必修,111-2-142400,en-us
LSNS30063,阿茲海默氏症研究文獻選讀,3,蔡惠珍,,3,301,神經科學研究所,選修,111-2-132700,zh-tw
LSNS30048,認知神經科學導論,2,郭文瑞、林慶波、鄭雅薇、吳仕煒,,4,307,跨領域神經科學博士學位學程 (台灣聯合大學系統),選修,111-2-132701,zh-tw
LSNS30047,認知神經科學專題討論(碩﹑博),1,鄭雅薇、林慶波、郭文瑞、吳仕煒,,4,307,跨領域神經科學博士學位學程 (台灣聯合大學系統),選修,111-2-132703,en-us
LSNS30008,數理統計,2,吳仕煒,,4,307,跨領域神經科學博士學位學程 (台灣聯合大學系統),選修,111-2-132705,en-us
LSNS30064,社會神經科學深論：從實驗室到臨床應用,2,鄭雅薇,,4,307,跨領域神經科學博士學位學程 (台灣聯合大學系統),選修,111-2-132706,zh-tw
LSNS30040,老化認知神經科學,2,張立鴻,,3,401,心智哲學研究所,必修,111-2-132708,zh-tw
LSNS30036,神經科學資料分析,2,陳俊仲,,3,301,神經科學研究所,選修,111-2-132709,en-us
LSNS30020,神經生物學導論,2,陳摘文、曹美玲、連正章、蔡惠珍、林士傑、林貝容,,4,307,跨領域神經科學博士學位學程 (台灣聯合大學系統),選修,111-2-132710,zh-tw
LSNS30066,基礎神經訊號分析與實作,2,陳摘文,,3,301,神經科學研究所,選修,111-2-132711,zh-tw
LSNS30067,決策與大腦,2,吳仕煒,,4,307,跨領域神經科學博士學位學程 (台灣聯合大學系統),選修,111-2-132712,en-us
LSNS30068,功能性磁振造影分析,2,吳仕煒,,4,307,跨領域神經科學博士學位學程 (台灣聯合大學系統),選修,111-2-132713,en-us
LSNS30028,神經科學專題討論(碩),1,陳摘文、曹美玲、連正章、蔡惠珍、林士傑、林貝容,,3,301,神經科學研究所,選修,111-2-132702,zh-tw
LSMI30015,微生物及免疫學研究(三)(博),2,微免所碩,,4,302,微生物及免疫學研究所,選修,111-2-142500,zh-tw
LSMI30057,微生物及免疫學教學(全英語) (B),1,微免所碩,,4,302,微生物及免疫學研究所,選修,111-2-142503,en-us
LSMI30013,微生物及免疫學專題討論(四)(博)  ,2,蔡雨寰、葛一樊,,3,302,微生物及免疫學研究所,選修,111-2-142504,en-us
LSMI30027,高等微生物及免疫學通論-細菌學,2,高正彥、黃雪莉、蔡雨寰、胡小婷、程樹德,,3,302,微生物及免疫學研究所,必修,111-2-132800,zh-tw
LSMI30047,高等免疫學,3,呂春敏、陳念榮、徐嘉琳、葛一樊,,3,302,微生物及免疫學研究所,選修,111-2-132802,zh-tw
LSMI30048,免疫學新知 111-2,2,徐嘉琳、葛一樊,,3,302,微生物及免疫學研究所,選修,111-2-132803,en-us
LSMI30049,病毒學新知111-2,2,陳紀如,,3,302,微生物及免疫學研究所,選修,111-2-132804,zh-tw
LSMI30050,病毒學與生物技術(全英語) 111-2,2,蔡明翰,,3,302,微生物及免疫學研究所,選修,111-2-132805,en-us
LSMI30051,分子細菌學(全英語),2,高正彥,,3,302,微生物及免疫學研究所,選修,111-2-132806,en-us
LSMI30059,感染性疾病轉譯醫學研究特論(全英語) 111-2,2,蔡雨寰,,3,302,微生物及免疫學研究所,選修,111-2-132808,en-us
LSMI30060,發炎反應與先天免疫學特論 2023,2,陳念榮,,3,302,微生物及免疫學研究所,選修,111-2-132815,zh-tw
LSMI30043,微生物及免疫學研究(一)(碩一),2,微免所碩,,3,302,微生物及免疫學研究所,選修,111-2-132810,zh-tw
LSMI30044,微生物及免疫學研究(二)(碩二),2,微免所碩,,3,302,微生物及免疫學研究所,選修,111-2-132811,zh-tw
LSMI30009,微生物及免疫學專題討論(一)(碩),2,高正彥、張佩靖,,3,302,微生物及免疫學研究所,選修,111-2-132812,zh-tw
LSMI30011,微生物及免疫學專題討論(二)(碩)(全英語),2,蔡明翰、徐嘉琳,,3,302,微生物及免疫學研究所,選修,111-2-132813,en-us
LSMI30010,微生物及免疫學專題討論(三)(碩),2,呂春敏、陳紀如,,3,302,微生物及免疫學研究所,選修,111-2-132814,zh-tw
LSMI30062,微生物及免疫學專題討論(五)(碩),2,陳念榮、黃雪莉,,3,302,微生物及免疫學研究所,選修,111-2-132816,zh-tw
LSNS30053,跨領域神經科學講座,1,周坤賢、林慶波、連正章、林士傑、張立鴻、陳摘文、林貝容,,4,306,跨領域神經科學國際研究生博士學位學程,必修,111-2-142902,en-us
LSNS30005,實驗室輪習,2,周坤賢,,4,306,跨領域神經科學國際研究生博士學位學程,必修,111-2-142903,zh-tw
LSNS30035,神經科學的論文寫作及表達,2,簡正鼎,,4,306,跨領域神經科學國際研究生博士學位學程,選修,111-2-142904,en-us
LSNS30021,神經影像技術,3,蔡金吾,,4,306,跨領域神經科學國際研究生博士學位學程,選修,111-2-142906,en-us
LSMM30018,神經生物學特論,2,林天南、李怡萱、陳儀莊、陳俊安,,4,306,跨領域神經科學國際研究生博士學位學程,選修,111-2-142907,en-us
SHVC30007,專題討論：視覺社會史/學(二),1,勞維俊、劉瑞琪、黃桂瑩、葉嘉華、邱剛彥、王潔瑩,,3,403,視覺文化研究所,必修,111-2-133300,zh-tw
SHVC30029,電影與文學：跨媒介進路,3,勞維俊,,3,403,視覺文化研究所,選修,111-2-133301,en-us
SHVC30022,視覺文化研究：理論與實踐,3,劉瑞琪,,3,403,視覺文化研究所,選修,111-2-133302,zh-tw
SHVC30030,帝國之眼：長十八世紀的英國繪畫,3,邱剛彥,,3,403,視覺文化研究所,選修,111-2-133303,en-us
SHVC30009,影像媒介文化,3,王潔瑩,,3,403,視覺文化研究所,必修,111-2-133304,zh-tw
SHPH30021,質性研究方法導論,3,何彥如,,3,401,心智哲學研究所,選修,111-2-133100,en-us
SHPH30022,自我同一性的倫理議題,3,艾力,,3,401,心智哲學研究所,必修,111-2-133101,en-us
SHPH30018,哀思：哲學與臨床觀點,3,嚴如玉、游尚愷,,3,401,心智哲學研究所,必修,111-2-133102,en-us
SHPH30019,心智自主與知識權利：以假新聞與認知戰為案例研究,3,林映彤,,3,401,心智哲學研究所,必修,111-2-133103,zh-tw
SHPH30020,實用實在論,1,嚴偉哲、顧醫華、嚴如玉,,3,401,心智哲學研究所,選修,111-2-133104,en-us
SHPH30003,哲學專題討論(二),1,游尚愷,,3,401,心智哲學研究所,選修,111-2-133105,en-us
SHTS30041,科技與社會專題討論(二),1,范玫芳、郭文華、王文基、洪紹洋、林宜平、陳嘉新、彭松嶽、顧彩璇、嚴曉珮,,3,402,科技與社會研究所,必修,111-2-133200,zh-tw
SHTS30045,科技與社會實作方法,3,洪紹洋、范玫芳、林昭光、林宜平、陳嘉新、彭松嶽、顧彩璇、嚴曉珮,,3,402,科技與社會研究所,必修,111-2-133201,zh-tw
SHTS30070,科技全球史與現代東亞導論,1,雷祥麟,,3,402,科技與社會研究所,選修,111-2-133202,zh-tw
SHTS30071,法庭裡的科技爭議,3,林宜平,,3,402,科技與社會研究所,選修,111-2-133204,zh-tw
SHTS30011,戰後台灣科技史料導論,3,嚴曉珮,,3,402,科技與社會研究所,選修,111-2-133205,zh-tw
SHTS30068,行動者網絡理論,2,彭松嶽,,3,402,科技與社會研究所,選修,111-2-133206,zh-tw
SHTS30069,科技、社會與新自由主義,3,顧彩璇,,3,402,科技與社會研究所,選修,111-2-133207,en-us
SHTS30073,邊界、遷徙與身份：台灣—美國全球化教室,3,顧彩璇,,3,402,科技與社會研究所,選修,111-2-133208,en-us
HSSC30038,戰後臺灣經濟史：議題與方法,3,洪紹洋,,3,464,亞際文化研究國際碩士學位學程,選修,111-2-534504,zh-tw
ENCV30050,結構防震系統,3,王彥博,,3,612,土木工程學系,選修,111-2-536200,zh-tw
ENCV30086,固體中的波傳播,3,潘爾年,,3,612,土木工程學系,選修,111-2-536201,en-us
ENCV30003,人工智慧在土木工程之應用,3,洪士林,,3,612,土木工程學系,選修,111-2-536203,zh-tw
ENCV30022,工程成本管理,3,王維志,,3,612,土木工程學系,選修,111-2-536204,zh-tw
ENCV30005,公共建設投資理論與實務,3,黃玉霖,,3,612,土木工程學系,選修,111-2-536205,zh-tw
ENCV30038,水資源規劃,3,張良正,,3,612,土木工程學系,選修,111-2-536206,zh-tw
ENCV30043,渠道水力學,3,楊尊華,,3,612,土木工程學系,選修,111-2-536207,en-us
ENCV30049,環境水文地質學,3,單信瑜,,3,612,土木工程學系,選修,111-2-536208,zh-tw
ENCV30029,應用工程地質,3,羅佳明,,3,612,土木工程學系,選修,111-2-536209,zh-tw
ENCV30011,地物探測與資料分析,3,林志平,,3,612,土木工程學系,選修,111-2-536210,en-us
ENCV30042,深開挖分析與設計,3,謝旭昇,,3,612,土木工程學系,選修,111-2-536211,zh-tw
ENCV30008,地理資訊系統,3,史天元,,3,612,土木工程學系,選修,111-2-536212,zh-tw
ENCV30044,測量及空間資訊專題討論 (二),1,莊子毅,,3,612,土木工程學系,必修,111-2-536214,zh-tw
ENCV30085,研究所專題討論(二),1,于弋翔、黃炯憲,,3,612,土木工程學系,必修,111-2-536215,zh-tw
ENCV30004,個別研究,1,土木系,,3,612,土木工程學系,選修,111-2-536217,en-us
ENCV30021,工程專案管理實務,3,黃世昌,,3,612,土木工程學系,選修,111-2-536218,zh-tw
ENCV30075,高等鋼結構,3,陳垂欣,,3,612,土木工程學系,選修,111-2-536219,en-us
ENCV30016,大地工程專題討論（二）,1,黃郁惟,,3,612,土木工程學系,必修,111-2-536221,zh-tw
ENNV30013,環境分析,3,莊易學,,4,656,永續化學科技國際研究生博士學位學程,選修,111-2-536450,en-us
ENNV30004, 工業催化,3,林亮毅,,4,656,永續化學科技國際研究生博士學位學程,選修,111-2-536451,en-us
ENNV30022,高等氣膠測量,3,蔡春進,,4,656,永續化學科技國際研究生博士學位學程,選修,111-2-536452,en-us
ENNV30003,表面化學,3,張淑閔,,4,656,永續化學科技國際研究生博士學位學程,選修,111-2-536453,en-us
ENNV30039,應用微生物,3,吳佳真,,4,656,永續化學科技國際研究生博士學位學程,選修,111-2-536454,en-us
ENNV30008,專題討論,1,楊德忠,,3,615,環境工程研究所,必修,111-2-536456,zh-tw
ENNV30006,優選方法及應用,3,高正忠,,3,615,環境工程研究所,選修,111-2-536457,zh-tw
ENNV30005,個別研究 ,1,環工所,,4,616,環境科技博士學位學程,必修,111-2-536458,en-us
ENNV30042,環境規劃管理,3,李旻軒,,3,615,環境工程研究所,選修,111-2-536459,en-us
ENME30020,書報討論（二）,0,陳宗麟,,3,611,機械工程學系,必修,111-2-536100,zh-tw
ENME30028,波動力學,3,尹慶中,,3,611,機械工程學系,選修,111-2-536107,zh-tw
ENME30021,最佳設計,3,林聰穎,,3,611,機械工程學系,選修,111-2-536108,zh-tw
ENME30016,掃描探針技術導論,3,洪紹剛,,3,605,機器人碩士學位學程,選修,111-2-536119,zh-tw
ENME30023,有限單元與塑性加工,3,洪景華,,3,611,機械工程學系,選修,111-2-536124,zh-tw
ENMS30044,表面科學及工程,3,柯富祥,,3,614,材料科學與工程學系奈米科技碩博班,選修,111-2-536400,zh-tw
SCIC30020,書報討論－高分子組,1,張佳智,,4,656,永續化學科技國際研究生博士學位學程,必修,111-2-536800,en-us
SCIC30017,書報討論－有機組,1,鍾文聖,,4,656,永續化學科技國際研究生博士學位學程,必修,111-2-536801,en-us
SCIC30019,書報討論－無機組,1,李積琛,,4,656,永續化學科技國際研究生博士學位學程,必修,111-2-536802,en-us
SCIC30016,書報討論－分析組,1,謝有容,,4,656,永續化學科技國際研究生博士學位學程,必修,111-2-536803,en-us
SCIC30014,專題演講,2,吳淑褓,,3,655,應用化學系分子科學碩博班,必修,111-2-536804,zh-tw
SCIC30038,論文研究,1,吳淑褓,,3,655,應用化學系分子科學碩博班,必修,111-2-536805,zh-tw
SCIC30049,有機金屬於有機及高分子合成之應用,3,鄭彥如,,3,654,應用化學系,選修,111-2-536817,zh-tw
SCMA30036,組合學導論,3,林武雄,,3,652,應用數學系,必修,111-2-536702,zh-tw
SCMA30007,實變函數論（二）,3,林奕亘,,3,653,應用數學系數學建模與科學計算碩士班,選修,111-2-536703,zh-tw
SCMA30038,數值偏微分方程專題,3,賴明治,,3,653,應用數學系數學建模與科學計算碩士班,選修,111-2-536706,zh-tw
SCMA30039,最佳化控制與智慧追蹤攔截,3,林文偉,,3,653,應用數學系數學建模與科學計算碩士班,選修,111-2-536711,zh-tw
SCMA30045,論文研討,0,李育杰,,3,653,應用數學系數學建模與科學計算碩士班,必修,111-2-536717,zh-tw
IADI00074,常微分方程二,3,陳國璋,,3,652,應用數學系,選修,111-2-030004,zh-tw
IADI00075,李代數,3,蔡孟傑,,3,652,應用數學系,選修,111-2-030005,zh-tw
IADI00076,幾何分析導論,3,宋瓊珠,,3,652,應用數學系,選修,111-2-030006,zh-tw
IADI00077,隨機微分方程,3,蔡志強,,3,652,應用數學系,選修,111-2-030007,zh-tw
SCMA30011,應用數學方法,3,林得勝,,3,653,應用數學系數學建模與科學計算碩士班,必修,111-2-536750,zh-tw
SCEP30017,專題演講,1,林烜輝,,3,651,電子物理學系,必修,111-2-536600,zh-tw
SCEP30011,半導體物理及元件（二）,3,蘇俊榮,,3,658,物理研究所,選修,111-2-536602,zh-tw
SCEP30046,高等固態物理（二）,3,仲崇厚,,3,651,電子物理學系,選修,111-2-536604,en-us
SCEP30043,電動力學（一）,3,楊本立,,3,651,電子物理學系,選修,111-2-536605,zh-tw
SCEP30002,Labview程式設計(一),3,籔下篤史,,3,651,電子物理學系,選修,111-2-536606,en-us
SCEP30032,統計力學,3,科契諾,,3,658,物理研究所,選修,111-2-536608,en-us
SCEP30050,量子物理與元件,3,羅舜聰,,3,651,電子物理學系,選修,111-2-536609,zh-tw
SCEP30049,應用數學(五)(幾何與拓樸),3,李仁吉,,3,651,電子物理學系,選修,111-2-536610,zh-tw
SCEP30030,石墨烯與拓樸絕緣體,3,儒森斯坦,,3,651,電子物理學系,選修,111-2-536611,en-us
SCMS30005,書報討論-物化組,1,張君輔,,4,656,永續化學科技國際研究生博士學位學程,必修,111-2-536850,en-us
SCMS30021,物理與生物光化學專題研究,3,太田信廣,,3,655,應用化學系分子科學碩博班,選修,111-2-536857,en-us
SCIP30031,量子場論(一),3,林及仁,,3,658,物理研究所,選修,111-2-536950,en-us
SCIP30046,強子結構專題,3,林及仁,,3,658,物理研究所,選修,111-2-536951,en-us
SCIP30036,量子力學(二),3,林俊源,,3,658,物理研究所,必修,111-2-536952,en-us
SCIP20003,進階實驗(二),3,林俊源、孟心飛,,3,658,物理研究所,選修,111-2-536953,zh-tw
